id,pickup_id,shelter_id,delivered_kg,delivered_ts
607,436,53,72.4,2025-02-15 04:14:13
608,437,28,5.1,2025-01-19 05:42:44
609,438,3,74.3,2025-08-04 01:50:23
610,439,30,37.6,2025-05-06 08:36:43
611,440,44,17.4,2025-05-26 04:15:26
612,441,22,36.6,2025-11-09 18:02:25
613,442,35,22.39,2025-04-20 23:30:26
614,442,12,16.01,2025-04-21 00:01:26
615,443,2,17.7,2025-01-04 11:19:41
616,444,41,29.1,2025-08-31 04:56:52
617,445,23,75.1,2025-10-29 16:10:52
618,446,16,21.81,2025-01-03 20:26:46
619,446,6,24.99,2025-01-03 19:58:46
620,447,47,13.2,2025-09-27 15:57:23
621,448,28,10.2,2025-10-15 00:38:44
622,449,45,8.5,2025-07-11 11:10:29
623,449,16,14.3,2025-07-11 11:31:29
624,450,53,57.57,2025-04-01 07:11:50
625,450,37,30.73,2025-04-01 06:45:50
626,451,21,27.7,2025-10-18 19:14:39
627,452,39,44.4,2025-01-30 09:56:14
628,453,33,9.19,2025-04-24 15:35:03
629,453,6,6.63,2025-04-24 16:19:03
630,453,60,4.38,2025-04-24 15:30:03
631,454,28,111.9,2025-10-13 22:47:07
632,455,48,27.6,2025-02-23 05:12:15
633,456,48,7.2,2025-06-24 23:48:56
634,457,8,10.32,2025-03-23 00:23:35
635,457,13,6.38,2025-03-23 01:09:35
636,458,40,27.1,2025-03-03 13:52:54
637,459,51,41.7,2025-01-17 01:53:03
638,460,4,26.3,2025-05-19 13:37:46
639,461,14,28.7,2025-01-13 10:52:21
640,462,45,20.06,2025-02-07 04:39:12
641,462,12,27.94,2025-02-07 04:43:12
642,463,3,23.4,2025-03-28 17:27:32
643,464,44,34.8,2025-02-02 23:51:15
644,465,27,46.0,2025-01-26 09:05:22
645,466,27,20.5,2025-11-11 13:12:30
646,467,39,12.81,2025-08-12 06:08:18
647,467,41,25.19,2025-08-12 06:50:18
648,468,15,21.0,2025-09-23 16:38:21
649,469,15,33.6,2025-04-20 01:17:00
650,470,47,13.8,2025-04-06 19:38:48
651,471,27,23.11,2025-01-25 01:46:58
652,471,39,14.59,2025-01-25 01:52:58
653,472,31,17.9,2025-11-06 23:24:24
654,473,21,8.2,2025-05-29 22:01:25
655,473,53,31.6,2025-05-29 22:02:25
656,474,55,62.8,2025-08-09 01:24:01
657,475,11,8.39,2025-08-21 07:10:40
658,475,25,19.11,2025-08-21 07:07:40
659,476,43,4.8,2025-05-20 03:44:57
660,477,32,20.04,2025-09-13 11:55:12
661,477,23,9.26,2025-09-13 11:46:12
662,478,34,49.9,2025-10-25 03:12:34
663,479,49,18.5,2025-03-09 19:53:48
664,480,30,17.3,2025-05-20 17:42:04
665,481,38,29.6,2025-08-08 06:40:35
666,482,37,25.6,2025-05-01 09:30:00
667,484,2,8.0,2025-11-10 14:23:57
668,485,32,3.59,2025-01-09 21:59:34
669,485,25,6.91,2025-01-09 20:54:34
670,486,55,12.24,2025-07-24 18:52:25
671,486,7,33.76,2025-07-24 17:50:25
672,487,8,34.9,2025-08-16 22:41:16
673,488,56,17.5,2025-06-20 00:26:30
674,489,48,54.7,2025-08-07 15:49:29
675,490,27,16.72,2025-08-18 02:01:47
676,490,18,10.47,2025-08-18 02:50:47
677,490,50,12.62,2025-08-18 02:14:47
678,491,43,30.1,2025-02-19 19:21:22
679,492,41,25.98,2025-10-27 18:26:35
680,492,33,12.22,2025-10-27 17:29:35
681,493,15,11.4,2025-03-28 03:53:34
682,494,19,33.7,2025-10-17 20:15:12
683,494,60,41.7,2025-10-17 21:01:12
684,495,26,118.1,2025-02-04 19:31:10
685,496,54,27.4,2025-01-05 19:30:53
686,497,42,21.7,2025-11-03 00:42:29
687,498,25,6.7,2025-06-13 07:49:05
688,499,27,43.5,2025-08-01 10:21:44
689,500,2,64.8,2025-10-22 20:51:31
690,501,40,59.6,2025-01-09 03:35:25
691,502,39,13.3,2025-03-04 20:04:18
692,503,2,56.8,2025-08-20 01:47:57
693,504,11,58.7,2025-03-06 10:34:07
694,505,44,19.3,2025-03-22 05:02:09
695,506,2,58.2,2025-07-30 03:17:02
696,507,25,10.46,2025-06-02 23:39:50
697,507,33,5.84,2025-06-02 23:26:50
698,508,30,11.94,2025-06-16 10:04:35
699,508,47,7.16,2025-06-16 10:31:35
700,510,59,23.1,2025-02-15 06:18:16
701,510,21,57.1,2025-02-15 05:12:16
702,511,58,41.9,2025-02-05 17:45:26
703,512,30,21.3,2025-03-14 20:27:44
704,513,39,23.1,2025-04-15 16:47:45
705,514,51,92.7,2025-02-03 15:31:00
706,515,33,27.8,2025-03-30 17:43:21
707,516,39,66.9,2025-09-25 05:48:14
708,517,16,31.29,2025-04-27 10:00:12
709,517,47,17.91,2025-04-27 10:39:12
710,518,27,0.75,2025-11-08 06:20:16
711,518,34,0.79,2025-11-08 06:44:16
712,518,56,2.16,2025-11-08 05:54:16
713,519,27,9.1,2025-03-09 13:10:55
714,520,50,64.65,2025-01-17 23:27:05
715,520,42,26.3,2025-01-17 23:13:05
716,520,46,25.95,2025-01-17 23:04:05
717,521,53,20.2,2025-08-20 11:25:46
718,522,54,15.88,2025-06-01 02:20:46
719,522,47,30.02,2025-06-01 03:15:46
720,523,60,8.75,2025-06-28 08:01:03
721,523,41,14.15,2025-06-28 07:35:03
722,524,51,32.5,2025-07-23 07:41:51
723,525,55,37.8,2025-08-17 16:24:35
724,526,38,74.6,2025-02-09 15:12:56
725,527,24,13.67,2025-05-30 02:44:26
726,527,43,39.73,2025-05-30 03:15:26
727,528,51,31.2,2025-04-18 07:43:45
728,529,7,31.2,2025-01-16 10:11:45
729,530,5,86.0,2025-07-04 22:59:16
730,531,32,12.2,2025-04-20 06:41:12
731,532,19,20.17,2025-04-28 01:33:50
732,532,29,14.73,2025-04-28 02:18:50
733,533,45,63.7,2025-10-11 10:01:10
734,534,39,8.1,2025-11-17 08:42:06
735,535,10,62.7,2025-07-20 11:06:42
736,536,15,30.4,2025-02-23 00:33:52
737,537,19,25.74,2025-03-17 06:22:07
738,537,46,27.66,2025-03-17 05:30:07
739,538,20,25.6,2025-06-27 15:55:35
740,539,44,87.5,2025-11-17 04:44:05
741,540,52,53.7,2025-01-13 06:37:10
742,541,55,13.87,2025-08-17 06:54:13
743,541,17,36.93,2025-08-17 07:06:13
744,542,55,28.0,2025-09-25 20:46:08
745,543,10,18.5,2025-10-31 05:20:37
746,544,24,20.5,2025-04-15 20:45:26
747,546,26,46.53,2025-03-29 06:57:16
748,546,40,34.67,2025-03-29 06:52:16
749,547,10,24.83,2025-04-18 08:14:51
750,547,55,11.37,2025-04-18 08:07:51
751,548,24,69.3,2025-03-27 03:07:20
752,549,42,23.2,2025-08-16 09:00:54
753,550,31,60.0,2025-09-09 18:56:57
754,551,1,16.3,2025-01-26 03:58:16
755,552,20,7.59,2025-09-13 04:06:40
756,552,15,25.11,2025-09-13 04:04:40
757,553,50,15.5,2025-10-25 16:11:18
758,554,23,8.63,2025-09-14 21:10:19
759,554,30,24.57,2025-09-14 21:48:19
760,555,59,89.3,2025-04-26 04:45:05
761,556,55,37.1,2025-08-15 19:55:29
762,557,48,24.47,2025-10-05 09:44:01
763,557,24,16.73,2025-10-05 09:40:01
764,558,22,16.0,2025-05-20 13:48:07
765,558,5,24.1,2025-05-20 14:40:07
766,559,55,102.5,2025-04-25 11:33:57
767,560,4,58.19,2025-10-24 16:46:47
768,560,37,33.31,2025-10-24 16:01:47
769,561,17,36.5,2025-03-28 16:14:10
770,562,55,12.75,2025-05-25 17:52:52
771,562,15,31.05,2025-05-25 17:00:52
772,563,39,10.4,2025-01-22 04:33:19
773,563,36,13.9,2025-01-22 05:02:19
774,564,13,29.9,2025-07-03 19:09:23
775,565,34,7.64,2025-07-26 02:53:10
776,565,4,3.96,2025-07-26 03:15:10
777,566,38,35.5,2025-03-20 03:34:58
778,567,35,19.71,2025-05-04 05:16:27
779,567,4,25.19,2025-05-04 06:44:27
780,568,5,95.7,2025-09-03 11:10:06
781,569,29,79.8,2025-04-17 13:51:52
782,570,7,73.4,2025-11-02 07:16:45
783,571,39,17.3,2025-06-17 03:00:19
784,572,1,35.6,2025-03-19 20:02:31
785,574,58,26.9,2025-09-27 18:07:08
786,575,50,8.2,2025-08-17 23:54:30
787,576,52,67.3,2025-06-27 10:57:28
788,577,30,27.2,2025-02-22 08:46:28
789,578,32,10.2,2025-11-12 17:11:57
790,578,12,10.92,2025-11-12 17:57:57
791,578,33,12.78,2025-11-12 17:19:57
792,580,42,14.3,2025-09-11 00:14:32
793,581,16,71.1,2025-07-28 01:22:36
794,582,36,49.7,2025-09-12 05:17:30
795,583,29,29.1,2025-05-29 01:43:19
796,584,12,24.8,2025-09-28 09:25:33
797,585,58,15.5,2025-09-15 15:37:19
798,586,49,12.07,2025-02-11 02:10:17
799,586,44,7.31,2025-02-11 02:57:17
800,586,7,11.72,2025-02-11 02:40:17
801,587,44,3.25,2025-07-13 16:46:51
802,587,53,4.45,2025-07-13 16:33:51
803,588,7,24.0,2025-05-20 09:53:23
804,589,20,2.98,2025-03-23 01:04:53
805,589,50,6.72,2025-03-23 00:40:53
806,590,44,31.8,2025-09-19 04:27:28
807,591,14,68.1,2025-02-28 07:35:38
808,592,21,9.1,2025-04-10 17:34:14
809,593,26,79.2,2025-06-30 17:10:43
810,594,43,66.48,2025-11-08 16:53:01
811,594,21,39.72,2025-11-08 15:55:01
812,596,27,49.14,2025-05-20 06:13:48
813,596,47,17.02,2025-05-20 06:12:48
814,596,15,16.85,2025-05-20 05:07:48
815,597,24,5.8,2025-05-26 01:53:24
816,597,20,5.68,2025-05-26 01:33:24
817,597,47,3.43,2025-05-26 01:57:24
818,598,21,22.5,2025-04-16 23:25:04
819,599,37,42.8,2025-11-06 20:48:07
820,600,1,86.6,2025-02-10 15:43:34
821,601,23,10.13,2025-06-20 13:00:24
822,601,52,15.07,2025-06-20 13:30:24
823,602,50,64.1,2025-09-24 04:48:05
824,603,46,48.7,2025-07-09 23:32:02
825,604,46,39.7,2025-09-12 18:21:46
826,605,24,43.7,2025-10-17 05:00:34
827,606,51,12.8,2025-07-21 23:25:34
828,607,36,31.7,2025-10-10 14:14:14
829,608,33,49.72,2025-02-28 03:02:35
830,608,55,33.28,2025-02-28 02:39:35
831,609,16,54.1,2025-01-05 20:51:16
832,610,31,65.6,2025-03-06 15:22:33
833,611,50,13.59,2025-01-20 21:33:09
834,611,25,11.04,2025-01-20 22:52:09
835,611,59,6.47,2025-01-20 22:56:09
836,612,38,13.13,2025-02-01 00:12:15
837,612,4,27.27,2025-01-31 23:43:15
838,613,22,23.5,2025-05-04 03:25:25
839,614,29,61.7,2025-06-07 01:16:48
840,615,57,9.01,2025-08-29 18:33:53
841,615,5,26.19,2025-08-29 19:51:53
842,616,47,35.9,2025-06-27 13:58:57
843,617,56,100.8,2025-05-10 06:41:32
844,618,37,30.8,2025-05-22 10:57:02
845,619,29,15.0,2025-01-02 04:49:37
846,620,35,38.8,2025-07-23 02:38:13
847,621,53,3.73,2025-02-24 22:21:52
848,621,45,7.57,2025-02-24 21:51:52
849,622,50,36.6,2025-08-26 15:21:04
850,623,45,75.0,2025-06-27 21:48:39
851,624,24,8.0,2025-06-11 09:07:37
852,624,29,14.4,2025-06-11 08:56:37
853,625,30,10.53,2025-10-28 05:45:52
854,625,30,23.77,2025-10-28 05:33:52
855,627,44,4.3,2025-07-07 21:50:07
856,628,9,26.17,2025-11-13 22:49:34
857,628,42,32.63,2025-11-13 23:02:34
858,628,28,27.29,2025-11-13 23:39:34
859,629,52,55.3,2025-07-16 03:50:48
860,630,4,78.5,2025-04-07 19:02:11
861,631,37,53.26,2025-02-24 00:07:51
862,631,3,63.54,2025-02-24 01:00:51
863,632,32,24.43,2025-09-30 19:42:03
864,632,37,9.66,2025-09-30 19:10:03
865,632,41,10.41,2025-09-30 19:16:03
866,633,37,88.3,2025-03-26 18:05:46
867,634,50,36.3,2025-09-19 12:19:38
868,635,52,33.2,2025-07-31 00:53:13
869,636,6,88.1,2025-08-07 18:47:53
870,637,40,47.2,2025-09-20 05:33:17
871,638,50,6.11,2025-07-23 08:30:47
872,638,28,14.59,2025-07-23 09:48:47
873,639,10,8.01,2025-03-20 00:57:32
874,639,22,10.49,2025-03-20 00:46:32
875,640,37,118.2,2025-02-27 06:20:41
876,641,50,39.6,2025-07-30 13:22:22
877,642,57,9.39,2025-08-07 14:13:51
878,642,26,6.01,2025-08-07 13:20:51
879,643,40,33.1,2025-07-18 18:18:27
880,644,21,3.3,2025-05-29 13:14:28
881,644,10,12.5,2025-05-29 13:40:28
882,645,38,15.9,2025-01-06 09:28:41
883,646,42,7.19,2025-03-29 23:23:51
884,646,13,12.61,2025-03-29 23:50:51
885,647,58,17.58,2025-08-17 21:03:55
886,647,56,18.52,2025-08-17 21:49:55
887,648,50,11.4,2025-04-25 14:30:06
888,649,12,7.6,2025-07-19 22:12:59
889,650,39,20.0,2025-02-20 21:36:28
890,651,5,0.5,2025-03-02 11:47:37
891,651,56,0.57,2025-03-02 11:44:37
892,651,60,1.23,2025-03-02 11:43:37
893,652,13,75.7,2025-08-28 10:29:19
894,653,18,25.5,2025-05-20 10:39:58
895,654,50,17.3,2025-07-22 13:01:08
896,655,57,13.8,2025-06-07 00:34:10
897,656,25,11.3,2025-05-09 23:41:49
898,656,29,15.6,2025-05-09 21:58:49
899,657,25,17.99,2025-07-04 18:35:23
900,657,29,10.71,2025-07-04 18:15:23
901,658,14,5.3,2025-06-23 10:30:11
902,659,6,13.12,2025-01-16 20:05:58
903,659,33,13.38,2025-01-16 20:12:58
904,660,11,29.22,2025-04-11 00:00:50
905,660,14,22.78,2025-04-11 01:21:50
906,661,48,3.2,2025-05-27 00:03:44
907,662,21,29.5,2025-09-11 10:25:58
908,663,6,9.5,2025-10-28 16:27:03
909,664,33,10.22,2025-09-02 20:12:00
910,664,30,16.68,2025-09-02 19:54:00
911,665,52,19.8,2025-07-29 05:11:57
912,666,7,39.2,2025-10-18 11:30:37
913,667,54,21.1,2025-02-04 08:34:14
914,668,42,97.4,2025-08-12 17:00:13
915,669,6,21.6,2025-06-07 11:22:43
916,670,2,11.25,2025-01-03 16:08:55
917,670,47,7.35,2025-01-03 15:43:55
918,671,3,5.0,2025-01-19 01:05:52
919,672,12,33.8,2025-04-23 22:09:22
920,673,34,31.1,2025-06-20 07:52:14
921,674,31,6.1,2025-03-27 18:55:49
922,675,14,15.11,2025-09-04 15:36:02
923,675,48,50.29,2025-09-04 15:44:02
924,676,53,13.9,2025-05-26 06:52:42
925,676,27,22.1,2025-05-26 06:19:42
926,677,10,24.4,2025-02-18 05:54:05
927,678,24,18.51,2025-02-03 09:59:23
928,678,51,12.09,2025-02-03 09:50:23
929,679,14,37.6,2025-03-24 14:44:52
930,680,24,34.8,2025-03-13 20:26:11
931,681,2,3.76,2025-11-07 22:13:18
932,681,2,7.54,2025-11-07 23:12:18
933,682,3,34.8,2025-09-08 17:58:07
934,683,3,9.3,2025-03-19 01:05:55
935,683,25,24.9,2025-03-19 01:22:55
936,684,11,42.92,2025-09-19 01:26:41
937,684,1,33.58,2025-09-19 01:17:41
938,685,6,28.5,2025-05-04 18:36:46
939,686,8,77.8,2025-08-16 05:09:30
940,688,29,9.34,2025-09-07 06:20:53
941,688,55,6.99,2025-09-07 05:29:53
942,688,52,7.87,2025-09-07 06:29:53
943,689,31,24.8,2025-07-06 18:18:42
944,690,9,95.2,2025-02-12 15:05:37
945,691,24,5.9,2025-07-29 13:36:02
946,692,48,20.78,2025-01-30 15:59:42
947,692,55,9.48,2025-01-30 16:42:42
948,692,13,14.24,2025-01-30 16:09:42
949,693,9,39.7,2025-06-07 17:22:36
950,694,6,7.45,2025-07-31 11:04:04
951,694,7,20.05,2025-07-31 11:15:04
952,695,7,10.57,2025-05-23 11:08:36
953,695,15,20.43,2025-05-23 10:21:36
954,696,43,37.2,2025-06-30 21:02:42
955,697,30,36.6,2025-09-15 18:16:40
956,698,57,16.01,2025-02-24 21:43:58
957,698,49,18.79,2025-02-24 21:04:58
958,699,43,26.32,2025-02-27 03:37:26
959,699,38,45.98,2025-02-27 03:08:26
960,700,58,47.25,2025-10-24 03:11:13
961,700,25,28.35,2025-10-24 03:18:13
962,701,13,27.0,2025-09-18 01:31:10
963,702,51,10.86,2025-01-16 21:52:19
964,702,11,23.72,2025-01-16 20:36:19
965,702,21,18.13,2025-01-16 20:56:19
966,703,31,21.4,2025-04-17 14:20:39
967,704,37,8.76,2025-05-27 16:37:17
968,704,29,21.04,2025-05-27 15:44:17
969,705,8,28.42,2025-04-09 02:03:19
970,705,18,19.25,2025-04-09 02:42:19
971,705,50,26.93,2025-04-09 02:30:19
972,706,22,16.9,2025-07-09 10:45:43
973,707,50,0.63,2025-03-06 16:45:29
974,707,30,0.72,2025-03-06 16:53:29
975,707,7,0.95,2025-03-06 17:07:29
976,708,17,14.99,2025-03-14 23:21:13
977,708,51,25.41,2025-03-14 22:23:13
978,709,2,36.4,2025-03-31 20:31:00
979,710,54,22.3,2025-07-06 08:00:33
980,710,8,24.89,2025-07-06 07:16:33
981,710,46,42.01,2025-07-06 08:12:33
982,711,20,9.7,2025-04-06 00:04:18
983,712,6,30.4,2025-07-19 11:30:38
984,713,57,5.3,2025-03-12 07:58:17
985,713,13,1.82,2025-03-12 07:19:17
986,713,54,1.88,2025-03-12 06:32:17
987,714,47,30.11,2025-01-08 14:08:04
988,714,23,21.09,2025-01-08 15:18:04
989,715,10,33.8,2025-03-26 12:36:49
990,716,34,70.4,2025-06-09 21:54:28
991,717,24,41.4,2025-09-14 13:40:19
992,718,34,89.7,2025-08-21 01:43:38
993,719,7,13.2,2025-01-07 18:52:29
994,720,40,22.02,2025-02-07 19:33:04
995,720,54,20.58,2025-02-07 18:12:04
996,721,28,14.97,2025-10-20 14:11:09
997,721,13,8.07,2025-10-20 14:42:09
998,721,4,7.76,2025-10-20 13:28:09
999,722,27,32.19,2025-01-01 20:27:12
1000,722,30,11.43,2025-01-01 20:21:12
1001,722,9,11.88,2025-01-01 20:02:12
1002,723,17,9.69,2025-05-25 04:29:04
1003,723,36,18.0,2025-05-25 05:50:04
1004,724,40,8.33,2025-11-04 00:54:29
1005,724,5,19.07,2025-11-04 00:37:29
1006,725,9,74.8,2025-09-28 22:49:07
1007,726,11,17.6,2025-04-01 17:05:37
1008,727,26,17.13,2025-04-11 11:35:59
1009,727,11,11.27,2025-04-11 12:44:59
1010,728,38,37.7,2025-07-23 07:25:54
1011,729,23,18.1,2025-11-09 18:25:58
1012,730,9,21.7,2025-08-16 16:47:44
1013,731,38,7.41,2025-04-18 10:08:37
1014,731,10,20.89,2025-04-18 10:00:37
1015,732,44,62.4,2025-11-01 17:54:15
1016,733,1,50.7,2025-04-09 22:13:44
1017,734,20,18.5,2025-10-14 03:15:21
1018,735,41,9.2,2025-11-01 12:54:26
1019,736,43,21.0,2025-11-02 15:27:25
1020,737,8,38.8,2025-01-21 15:05:02
1021,738,30,5.2,2025-07-03 13:44:13
1022,739,59,14.3,2025-05-25 10:12:02
1023,740,25,19.4,2025-09-13 04:14:47
1024,740,58,11.0,2025-09-13 05:56:47
1025,741,30,48.2,2025-11-15 22:35:09
1026,742,57,39.6,2025-11-09 13:30:00
1027,743,49,2.47,2025-07-20 16:55:53
1028,743,15,1.43,2025-07-20 16:30:53
1029,744,47,10.1,2025-04-04 06:23:00
1030,745,56,19.6,2025-06-05 12:25:30
1031,746,43,37.2,2025-01-07 09:11:34
1032,747,28,74.2,2025-10-10 09:45:11
1033,748,7,18.7,2025-08-24 21:13:59
1034,749,47,25.47,2025-04-12 19:23:54
1035,749,58,49.43,2025-04-12 18:26:54
1036,750,22,10.9,2025-04-25 15:52:32
1037,751,17,65.8,2025-11-13 05:01:57
1038,752,32,8.22,2025-07-08 05:38:26
1039,752,38,8.37,2025-07-08 04:26:26
1040,752,15,18.71,2025-07-08 04:58:26
1041,753,18,115.7,2025-06-29 07:48:32
1042,754,53,21.9,2025-05-30 00:35:23
1043,755,37,10.22,2025-06-10 14:02:19
1044,755,39,11.08,2025-06-10 13:03:19
1045,756,25,34.5,2025-04-07 19:30:43
1046,757,38,56.5,2025-08-04 17:10:40
1047,758,37,15.94,2025-04-15 20:20:05
1048,758,8,14.66,2025-04-15 20:20:05
1049,759,58,10.27,2025-10-14 16:03:02
1050,759,27,13.12,2025-10-14 15:50:02
1051,759,26,11.41,2025-10-14 16:17:02
1052,760,51,2.99,2025-03-31 09:54:08
1053,760,55,10.61,2025-03-31 09:28:08
1054,761,34,25.6,2025-10-30 22:13:58
1055,763,53,57.7,2025-08-30 10:03:24
1056,764,43,25.0,2025-10-25 04:31:28
1057,764,14,18.7,2025-10-25 03:39:28
1058,765,41,21.1,2025-02-20 03:33:20
1059,766,2,10.18,2025-07-15 13:16:30
1060,766,30,22.51,2025-07-15 13:07:30
1061,766,58,9.71,2025-07-15 13:22:30
1062,767,44,32.2,2025-09-29 14:00:39
1063,768,18,85.8,2025-03-24 05:02:16
1064,769,21,31.4,2025-03-15 00:39:13
1065,770,17,10.3,2025-05-23 12:10:37
1066,771,50,6.5,2025-05-25 23:31:38
1067,771,36,16.7,2025-05-26 00:10:38
1068,772,26,28.1,2025-02-21 08:02:20
1069,773,55,7.67,2025-04-16 04:38:28
1070,773,55,5.33,2025-04-16 05:19:28
1071,774,40,28.8,2025-02-27 00:16:43
1072,775,54,9.2,2025-06-14 02:44:26
1073,776,6,7.55,2025-11-02 09:32:00
1074,776,26,6.54,2025-11-02 09:21:00
1075,776,40,9.01,2025-11-02 08:40:00
1076,777,49,29.0,2025-06-05 01:55:29
1077,778,55,16.6,2025-09-02 23:27:28
1078,779,29,6.79,2025-08-07 00:43:27
1079,779,49,11.31,2025-08-06 23:46:27
1080,780,21,18.5,2025-05-17 16:55:01
1081,781,38,11.5,2025-09-10 10:54:20
1082,782,45,19.0,2025-07-09 17:00:15
1083,783,49,72.1,2025-04-22 15:22:35
1084,784,26,105.5,2025-06-14 04:08:52
1085,785,13,21.4,2025-03-05 06:15:40
1086,786,39,44.9,2025-04-15 06:42:24
1087,787,17,14.63,2025-05-22 10:55:29
1088,787,46,12.87,2025-05-22 09:24:29
1089,788,26,58.1,2025-03-13 18:51:36
1090,789,7,90.1,2025-10-17 06:24:14
1091,790,19,13.18,2025-02-07 12:29:30
1092,790,37,10.02,2025-02-07 12:05:30
1093,791,3,15.68,2025-06-04 14:20:29
1094,791,36,12.4,2025-06-04 13:06:29
1095,791,43,19.43,2025-06-04 12:54:29
1096,792,15,3.27,2025-02-03 03:28:16
1097,792,57,4.45,2025-02-03 02:31:16
1098,792,29,7.78,2025-02-03 02:28:16
1099,793,10,30.3,2025-04-21 17:19:20
1100,794,2,24.4,2025-01-15 00:21:05
1101,795,27,46.45,2025-04-17 04:11:11
1102,795,36,58.65,2025-04-17 04:26:11
1103,796,38,32.3,2025-03-11 03:22:03
1104,796,41,30.32,2025-03-11 03:07:03
1105,796,57,53.99,2025-03-11 03:29:03
1106,797,46,21.04,2025-06-19 06:59:58
1107,797,24,32.36,2025-06-19 08:07:58
1108,798,24,7.87,2025-07-29 23:01:17
1109,798,21,15.83,2025-07-29 22:44:17
1110,799,45,39.8,2025-04-12 05:53:37
1111,800,53,5.0,2025-05-14 23:14:23
1112,801,7,1.64,2025-07-05 15:01:14
1113,801,33,1.99,2025-07-05 16:25:14
1114,801,31,1.86,2025-07-05 16:15:14
1115,803,52,30.7,2025-06-03 15:44:21
1116,804,46,11.74,2025-03-28 00:58:13
1117,804,42,25.66,2025-03-28 01:43:13
1118,805,37,27.98,2025-11-08 00:53:32
1119,805,4,11.45,2025-11-08 02:06:32
1120,805,40,13.57,2025-11-08 01:17:32
1121,806,28,34.9,2025-10-16 21:59:49
1122,807,2,21.8,2025-02-23 09:56:41
1123,808,42,20.9,2025-09-30 10:13:40
1124,810,31,28.3,2025-06-20 15:14:21
1125,811,23,1.48,2025-03-26 17:57:22
1126,811,47,3.92,2025-03-26 16:38:22
1127,812,58,39.7,2025-06-30 10:33:08
1128,813,28,9.25,2025-01-23 03:30:54
1129,813,49,7.35,2025-01-23 03:58:54
1130,814,20,7.78,2025-03-17 00:28:43
1131,814,45,2.63,2025-03-17 00:39:43
1132,814,20,2.69,2025-03-17 00:57:43
1133,815,52,41.2,2025-10-26 17:00:11
1134,816,50,42.74,2025-10-14 19:34:26
1135,816,44,20.76,2025-10-14 20:25:26
1136,817,1,15.4,2025-07-22 19:22:07
1137,818,8,3.49,2025-05-06 20:35:01
1138,818,5,7.68,2025-05-06 20:59:01
1139,818,5,4.63,2025-05-06 20:38:01
1140,819,11,4.0,2025-02-17 20:09:29
1141,820,50,5.02,2025-09-17 07:28:44
1142,820,12,10.48,2025-09-17 07:49:44
1143,821,47,5.38,2025-01-07 05:39:28
1144,821,22,19.62,2025-01-07 04:51:28
1145,822,37,30.1,2025-01-04 20:14:56
1146,823,27,21.5,2025-08-20 22:59:04
1147,823,45,18.1,2025-08-20 22:04:04
1148,824,22,25.9,2025-09-24 19:26:02
1149,825,23,7.1,2025-03-02 03:26:25
1150,826,57,17.1,2025-08-06 05:17:11
1151,828,12,33.8,2025-01-16 16:24:35
1152,829,15,48.2,2025-07-10 16:34:18
1153,830,41,69.8,2025-07-02 07:17:18
1154,831,49,45.9,2025-01-28 03:05:34
1155,832,2,29.3,2025-05-23 22:26:18
1156,833,4,5.22,2025-01-08 15:49:54
1157,833,24,17.48,2025-01-08 16:05:54
1158,834,34,95.4,2025-10-08 08:24:25
1159,835,25,50.0,2025-09-23 16:57:39
1160,836,58,13.5,2025-06-09 13:31:18
1161,837,55,14.9,2025-01-18 08:59:01
1162,838,13,29.7,2025-02-11 22:21:35
1163,839,12,10.3,2025-09-13 21:29:14
1164,840,7,35.7,2025-05-23 15:34:01
1165,841,24,3.54,2025-07-11 05:39:52
1166,841,12,1.86,2025-07-11 05:36:52
1167,842,12,23.06,2025-05-21 13:52:28
1168,842,10,18.64,2025-05-21 13:18:28
1169,843,3,28.43,2025-11-17 06:23:31
1170,843,57,38.77,2025-11-17 06:12:31
1171,844,60,4.15,2025-01-31 15:13:37
1172,844,7,1.58,2025-01-31 15:11:37
1173,844,44,1.48,2025-01-31 15:18:37
1174,845,11,10.3,2025-07-26 20:42:24
1175,846,10,7.72,2025-09-01 05:54:06
1176,846,59,9.48,2025-09-01 05:55:06
1177,847,60,46.2,2025-02-11 08:35:48
1178,848,29,11.83,2025-09-16 18:20:29
1179,848,43,7.37,2025-09-16 16:54:29
1180,849,16,20.0,2025-06-06 07:40:02
1181,850,53,10.5,2025-05-18 04:33:54
1182,851,26,59.5,2025-06-10 13:10:04
1183,852,59,67.5,2025-04-04 19:58:48
1184,853,46,5.14,2025-04-10 01:50:56
1185,853,54,4.91,2025-04-10 02:02:56
1186,853,7,3.05,2025-04-10 01:41:56
1187,854,21,9.85,2025-10-10 11:16:49
1188,854,37,30.35,2025-10-10 11:00:49
1189,856,34,8.8,2025-10-28 00:24:58
1190,857,42,41.5,2025-08-05 10:37:25
1191,858,9,9.4,2025-05-19 11:48:06
1192,859,19,19.6,2025-04-01 20:14:46
1193,860,32,2.37,2025-03-26 18:59:44
1194,860,32,1.92,2025-03-26 18:52:44
1195,860,21,2.11,2025-03-26 19:02:44
1196,861,25,17.6,2025-07-10 00:31:57
1197,862,50,35.7,2025-09-07 20:04:49
1198,863,45,40.8,2025-10-31 08:52:47
1199,864,3,48.3,2025-02-17 05:27:08
1200,865,20,23.2,2025-09-04 12:36:21
1201,866,35,6.83,2025-05-05 09:37:45
1202,866,42,5.07,2025-05-05 08:46:45
1203,867,35,46.0,2025-03-01 20:10:14
1204,868,25,49.9,2025-08-20 11:50:02
